 Vehicles arriving:  5687 , vehicles not arriving:  977 , total duration:  539773 total (green/red):  34.1649 
 Vehicles arriving:  681 , vehicles not arriving:  5983 , total duration:  85834 total (green/red):  14515.4 
 Vehicles arriving:  654 , vehicles not arriving:  6010 , total duration:  109843 total (green/red):  15785.1 
 Vehicles arriving:  646 , vehicles not arriving:  6018 , total duration:  113807 total (green/red):  16216 
 Vehicles arriving:  686 , vehicles not arriving:  5978 , total duration:  113981 total (green/red):  14289.6 
 Vehicles arriving:  690 , vehicles not arriving:  5974 , total duration:  108208 total (green/red):  14115.7 
 Vehicles arriving:  635 , vehicles not arriving:  6029 , total duration:  117086 total (green/red):  16812.1 
 Vehicles arriving:  637 , vehicles not arriving:  6027 , total duration:  97987 total (green/red):  16693.4 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  95526 total (green/red):  16754.6 
 Vehicles arriving:  659 , vehicles not arriving:  6005 , total duration:  108485 total (green/red):  15550.8 
 Vehicles arriving:  640 , vehicles not arriving:  6024 , total duration:  160977 total (green/red):  16539.3 
 Vehicles arriving:  644 , vehicles not arriving:  6020 , total duration:  115705 total (green/red):  16320.7 
 Vehicles arriving:  642 , vehicles not arriving:  6022 , total duration:  95357 total (green/red):  16424 
 Vehicles arriving:  655 , vehicles not arriving:  6009 , total duration:  94729 total (green/red):  15750.7 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  109171 total (green/red):  16753.8 
 Vehicles arriving:  689 , vehicles not arriving:  5975 , total duration:  100882 total (green/red):  14161.9 
 Vehicles arriving:  642 , vehicles not arriving:  6022 , total duration:  83481 total (green/red):  16442.2 
 Vehicles arriving:  646 , vehicles not arriving:  6018 , total duration:  94304 total (green/red):  16208.3 
 Vehicles arriving:  645 , vehicles not arriving:  6019 , total duration:  132305 total (green/red):  16268.1 
 Vehicles arriving:  642 , vehicles not arriving:  6022 , total duration:  197198 total (green/red):  16423.5 
 Vehicles arriving:  655 , vehicles not arriving:  6009 , total duration:  92803 total (green/red):  15752.8 
 Vehicles arriving:  688 , vehicles not arriving:  5976 , total duration:  100228 total (green/red):  14204.6 
 Vehicles arriving:  662 , vehicles not arriving:  6002 , total duration:  123715 total (green/red):  15399.8 
 Vehicles arriving:  665 , vehicles not arriving:  5999 , total duration:  110110 total (green/red):  15262.1 
 Vehicles arriving:  680 , vehicles not arriving:  5984 , total duration:  100394 total (green/red):  14557.4 
 Vehicles arriving:  649 , vehicles not arriving:  6015 , total duration:  103703 total (green/red):  16055.2 
 Vehicles arriving:  687 , vehicles not arriving:  5977 , total duration:  110030 total (green/red):  14247.5 
 Vehicles arriving:  686 , vehicles not arriving:  5978 , total duration:  129693 total (green/red):  14281.4 
 Vehicles arriving:  611 , vehicles not arriving:  6053 , total duration:  131713 total (green/red):  18224.8 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  92545 total (green/red):  16754.5 
 Vehicles arriving:  615 , vehicles not arriving:  6049 , total duration:  122754 total (green/red):  17967.5 
 Vehicles arriving:  681 , vehicles not arriving:  5983 , total duration:  90513 total (green/red):  14512 
 Vehicles arriving:  670 , vehicles not arriving:  5994 , total duration:  143453 total (green/red):  15021 
 Vehicles arriving:  653 , vehicles not arriving:  6011 , total duration:  121067 total (green/red):  15850.8 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  99799 total (green/red):  16471.6 
 Vehicles arriving:  688 , vehicles not arriving:  5976 , total duration:  107381 total (green/red):  14202.1 
 Vehicles arriving:  675 , vehicles not arriving:  5989 , total duration:  105616 total (green/red):  14781.7 
 Vehicles arriving:  664 , vehicles not arriving:  6000 , total duration:  121783 total (green/red):  15297.5 
 Vehicles arriving:  640 , vehicles not arriving:  6024 , total duration:  103921 total (green/red):  16527.3 
 Vehicles arriving:  674 , vehicles not arriving:  5990 , total duration:  102008 total (green/red):  14831.8 
 Vehicles arriving:  621 , vehicles not arriving:  6043 , total duration:  125737 total (green/red):  17617.4 
 Vehicles arriving:  676 , vehicles not arriving:  5988 , total duration:  120775 total (green/red):  14727.9 
 Vehicles arriving:  687 , vehicles not arriving:  5977 , total duration:  118806 total (green/red):  14243.7 
 Vehicles arriving:  685 , vehicles not arriving:  5979 , total duration:  114878 total (green/red):  14336.7 
 Vehicles arriving:  652 , vehicles not arriving:  6012 , total duration:  99153 total (green/red):  15904.9 
 Vehicles arriving:  622 , vehicles not arriving:  6042 , total duration:  110672 total (green/red):  17550.8 
 Vehicles arriving:  652 , vehicles not arriving:  6012 , total duration:  112729 total (green/red):  15909.8 
 Vehicles arriving:  635 , vehicles not arriving:  6029 , total duration:  112601 total (green/red):  16809.3 
 Vehicles arriving:  689 , vehicles not arriving:  5975 , total duration:  97049 total (green/red):  14164 
 Vehicles arriving:  674 , vehicles not arriving:  5990 , total duration:  109384 total (green/red):  14831.3 
 Vehicles arriving:  654 , vehicles not arriving:  6010 , total duration:  92594 total (green/red):  15802.1 
 Vehicles arriving:  604 , vehicles not arriving:  6060 , total duration:  144001 total (green/red):  18671.8 
 Vehicles arriving:  609 , vehicles not arriving:  6055 , total duration:  120039 total (green/red):  18341.1 
 Vehicles arriving:  630 , vehicles not arriving:  6034 , total duration:  103037 total (green/red):  17081 
 Vehicles arriving:  660 , vehicles not arriving:  6004 , total duration:  97961 total (green/red):  15501.2 
 Vehicles arriving:  626 , vehicles not arriving:  6038 , total duration:  110443 total (green/red):  17317 
 Vehicles arriving:  692 , vehicles not arriving:  5972 , total duration:  106219 total (green/red):  14024.3 
 Vehicles arriving:  662 , vehicles not arriving:  6002 , total duration:  140743 total (green/red):  15412.4 
 Vehicles arriving:  674 , vehicles not arriving:  5990 , total duration:  114656 total (green/red):  14828.9 
 Vehicles arriving:  623 , vehicles not arriving:  6041 , total duration:  115292 total (green/red):  17489.8 
 Vehicles arriving:  681 , vehicles not arriving:  5983 , total duration:  100909 total (green/red):  14516 
 Vehicles arriving:  690 , vehicles not arriving:  5974 , total duration:  113577 total (green/red):  14116.9 
 Vehicles arriving:  687 , vehicles not arriving:  5977 , total duration:  110683 total (green/red):  14239.3 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  108603 total (green/red):  16486.9 
 Vehicles arriving:  634 , vehicles not arriving:  6030 , total duration:  116460 total (green/red):  16862.1 
 Vehicles arriving:  611 , vehicles not arriving:  6053 , total duration:  139238 total (green/red):  18225.6 
 Vehicles arriving:  655 , vehicles not arriving:  6009 , total duration:  132177 total (green/red):  15740.3 
 Vehicles arriving:  675 , vehicles not arriving:  5989 , total duration:  109910 total (green/red):  14778.3 
 Vehicles arriving:  634 , vehicles not arriving:  6030 , total duration:  119146 total (green/red):  16859.2 
 Vehicles arriving:  637 , vehicles not arriving:  6027 , total duration:  102715 total (green/red):  16694.4 
 Vehicles arriving:  634 , vehicles not arriving:  6030 , total duration:  123973 total (green/red):  16860.7 
 Vehicles arriving:  645 , vehicles not arriving:  6019 , total duration:  130332 total (green/red):  16256.2 
 Vehicles arriving:  595 , vehicles not arriving:  6069 , total duration:  107610 total (green/red):  19256 
 Vehicles arriving:  658 , vehicles not arriving:  6006 , total duration:  132065 total (green/red):  15594.6 
 Vehicles arriving:  654 , vehicles not arriving:  6010 , total duration:  98266 total (green/red):  15797.1 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  98699 total (green/red):  16478.1 
 Vehicles arriving:  630 , vehicles not arriving:  6034 , total duration:  116056 total (green/red):  17096.8 
 Vehicles arriving:  634 , vehicles not arriving:  6030 , total duration:  180085 total (green/red):  16861.2 
 Vehicles arriving:  646 , vehicles not arriving:  6018 , total duration:  90687 total (green/red):  16218.6 
 Vehicles arriving:  618 , vehicles not arriving:  6046 , total duration:  133990 total (green/red):  17783.8 
 Vehicles arriving:  692 , vehicles not arriving:  5972 , total duration:  108577 total (green/red):  14030.5 
 Vehicles arriving:  672 , vehicles not arriving:  5992 , total duration:  114025 total (green/red):  14919.3 
 Vehicles arriving:  637 , vehicles not arriving:  6027 , total duration:  92289 total (green/red):  16702.2 
 Vehicles arriving:  692 , vehicles not arriving:  5972 , total duration:  87202 total (green/red):  14035.3 
 Vehicles arriving:  646 , vehicles not arriving:  6018 , total duration:  89959 total (green/red):  16216.2 
 Vehicles arriving:  661 , vehicles not arriving:  6003 , total duration:  102816 total (green/red):  15445.2 
 Vehicles arriving:  624 , vehicles not arriving:  6040 , total duration:  111211 total (green/red):  17437.9 
 Vehicles arriving:  665 , vehicles not arriving:  5999 , total duration:  143842 total (green/red):  15261 
 Vehicles arriving:  656 , vehicles not arriving:  6008 , total duration:  93414 total (green/red):  15697.5 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  96992 total (green/red):  16752.5 
 Vehicles arriving:  572 , vehicles not arriving:  6092 , total duration:  170220 total (green/red):  20915 
 Vehicles arriving:  673 , vehicles not arriving:  5991 , total duration:  134508 total (green/red):  14850.2 
 Vehicles arriving:  310 , vehicles not arriving:  6354 , total duration:  30730 total (green/red):  72448.2 
 Vehicles arriving:  692 , vehicles not arriving:  5972 , total duration:  129250 total (green/red):  13997.5 
 Vehicles arriving:  438 , vehicles not arriving:  6226 , total duration:  50616 total (green/red):  36103.5 
 Vehicles arriving:  531 , vehicles not arriving:  6133 , total duration:  200441 total (green/red):  24422.7 
 Vehicles arriving:  598 , vehicles not arriving:  6066 , total duration:  171175 total (green/red):  19038.7 
 Vehicles arriving:  625 , vehicles not arriving:  6039 , total duration:  157016 total (green/red):  17365.1 
 Vehicles arriving:  605 , vehicles not arriving:  6059 , total duration:  139303 total (green/red):  18585.6 
 Vehicles arriving:  658 , vehicles not arriving:  6006 , total duration:  132716 total (green/red):  15597.6 
 Vehicles arriving:  604 , vehicles not arriving:  6060 , total duration:  144963 total (green/red):  18650.8 
 Vehicles arriving:  655 , vehicles not arriving:  6009 , total duration:  127310 total (green/red):  15741.2 
 Vehicles arriving:  665 , vehicles not arriving:  5999 , total duration:  118346 total (green/red):  15246.5 
 Vehicles arriving:  608 , vehicles not arriving:  6056 , total duration:  125767 total (green/red):  18395.3 
 Vehicles arriving:  633 , vehicles not arriving:  6031 , total duration:  204952 total (green/red):  16916 
 Vehicles arriving:  572 , vehicles not arriving:  6092 , total duration:  161766 total (green/red):  20889.9 
 Vehicles arriving:  492 , vehicles not arriving:  6172 , total duration:  113794 total (green/red):  28535.3 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  227508 total (green/red):  16748.2 
 Vehicles arriving:  647 , vehicles not arriving:  6017 , total duration:  144336 total (green/red):  16158.2 
 Vehicles arriving:  537 , vehicles not arriving:  6127 , total duration:  180180 total (green/red):  23808.3 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  106905 total (green/red):  16748.4 
 Vehicles arriving:  631 , vehicles not arriving:  6033 , total duration:  120412 total (green/red):  17028.4 
 Vehicles arriving:  588 , vehicles not arriving:  6076 , total duration:  147905 total (green/red):  19726.3 
 Vehicles arriving:  590 , vehicles not arriving:  6074 , total duration:  147834 total (green/red):  19585.2 
 Vehicles arriving:  654 , vehicles not arriving:  6010 , total duration:  149106 total (green/red):  15799.6 
 Vehicles arriving:  643 , vehicles not arriving:  6021 , total duration:  171766 total (green/red):  16370.6 
 Vehicles arriving:  557 , vehicles not arriving:  6107 , total duration:  147084 total (green/red):  22073.4 
 Vehicles arriving:  669 , vehicles not arriving:  5995 , total duration:  155264 total (green/red):  15057.8 
 Vehicles arriving:  615 , vehicles not arriving:  6049 , total duration:  135848 total (green/red):  17965.2 
 Vehicles arriving:  611 , vehicles not arriving:  6053 , total duration:  133364 total (green/red):  18214 
 Vehicles arriving:  638 , vehicles not arriving:  6026 , total duration:  141909 total (green/red):  16640.6 
 Vehicles arriving:  668 , vehicles not arriving:  5996 , total duration:  120591 total (green/red):  15112.2 
 Vehicles arriving:  639 , vehicles not arriving:  6025 , total duration:  110820 total (green/red):  16579.1 
 Vehicles arriving:  598 , vehicles not arriving:  6066 , total duration:  141389 total (green/red):  19050.1 
 Vehicles arriving:  562 , vehicles not arriving:  6102 , total duration:  115739 total (green/red):  21688.8 
 Vehicles arriving:  544 , vehicles not arriving:  6120 , total duration:  177192 total (green/red):  23191.4 
 Vehicles arriving:  561 , vehicles not arriving:  6103 , total duration:  149276 total (green/red):  21736.3 
 Vehicles arriving:  545 , vehicles not arriving:  6119 , total duration:  163863 total (green/red):  23097.9 
 Vehicles arriving:  616 , vehicles not arriving:  6048 , total duration:  150273 total (green/red):  17910.1 
 Vehicles arriving:  514 , vehicles not arriving:  6150 , total duration:  195216 total (green/red):  26081.2 
 Vehicles arriving:  603 , vehicles not arriving:  6061 , total duration:  145954 total (green/red):  18725.3 
 Vehicles arriving:  607 , vehicles not arriving:  6057 , total duration:  157806 total (green/red):  18463.8 
 Vehicles arriving:  657 , vehicles not arriving:  6007 , total duration:  133682 total (green/red):  15642 
 Vehicles arriving:  626 , vehicles not arriving:  6038 , total duration:  139246 total (green/red):  17313.7 
 Vehicles arriving:  525 , vehicles not arriving:  6139 , total duration:  202782 total (green/red):  24957.3 
 Vehicles arriving:  557 , vehicles not arriving:  6107 , total duration:  166039 total (green/red):  22078.9 
 Vehicles arriving:  567 , vehicles not arriving:  6097 , total duration:  156361 total (green/red):  21265.9 
 Vehicles arriving:  550 , vehicles not arriving:  6114 , total duration:  170481 total (green/red):  22663.9 
 Vehicles arriving:  636 , vehicles not arriving:  6028 , total duration:  171898 total (green/red):  16738.9 
 Vehicles arriving:  623 , vehicles not arriving:  6041 , total duration:  145522 total (green/red):  17480.4 
 Vehicles arriving:  596 , vehicles not arriving:  6068 , total duration:  191166 total (green/red):  19177.1 
 Vehicles arriving:  578 , vehicles not arriving:  6086 , total duration:  167054 total (green/red):  20448.1 
 Vehicles arriving:  592 , vehicles not arriving:  6072 , total duration:  126810 total (green/red):  19454 
 Vehicles arriving:  627 , vehicles not arriving:  6037 , total duration:  115970 total (green/red):  17256 
 Vehicles arriving:  0 , vehicles not arriving:  6664 , total duration:  0 total (green/red):  3.05401e+06 
 Vehicles arriving:  625 , vehicles not arriving:  6039 , total duration:  126122 total (green/red):  17363.1 
 Vehicles arriving:  569 , vehicles not arriving:  6095 , total duration:  189686 total (green/red):  21125 
 Vehicles arriving:  570 , vehicles not arriving:  6094 , total duration:  130440 total (green/red):  21039.7 
 Vehicles arriving:  524 , vehicles not arriving:  6140 , total duration:  87951 total (green/red):  25076 
 Vehicles arriving:  526 , vehicles not arriving:  6138 , total duration:  177383 total (green/red):  24856.3 
 Vehicles arriving:  554 , vehicles not arriving:  6110 , total duration:  163303 total (green/red):  22326.1 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  134909 total (green/red):  16474.9 
 Vehicles arriving:  610 , vehicles not arriving:  6054 , total duration:  149756 total (green/red):  18271.9 
 Vehicles arriving:  568 , vehicles not arriving:  6096 , total duration:  185632 total (green/red):  21196.3 
 Vehicles arriving:  561 , vehicles not arriving:  6103 , total duration:  184734 total (green/red):  21743.1 
 Vehicles arriving:  565 , vehicles not arriving:  6099 , total duration:  262387 total (green/red):  21435.7 
 Vehicles arriving:  631 , vehicles not arriving:  6033 , total duration:  219253 total (green/red):  17025.1 
 Vehicles arriving:  554 , vehicles not arriving:  6110 , total duration:  180901 total (green/red):  22331.7 
 Vehicles arriving:  527 , vehicles not arriving:  6137 , total duration:  192586 total (green/red):  24761.4 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  205030 total (green/red):  16472.7 
 Vehicles arriving:  641 , vehicles not arriving:  6023 , total duration:  202397 total (green/red):  16474.4 
 Vehicles arriving:  582 , vehicles not arriving:  6082 , total duration:  170642 total (green/red):  20160.8 
 Vehicles arriving:  603 , vehicles not arriving:  6061 , total duration:  262788 total (green/red):  18719.8 
 Vehicles arriving:  585 , vehicles not arriving:  6079 , total duration:  142179 total (green/red):  19933 
 Vehicles arriving:  589 , vehicles not arriving:  6075 , total duration:  162263 total (green/red):  19654.5 
 Vehicles arriving:  604 , vehicles not arriving:  6060 , total duration:  128296 total (green/red):  18651.8 
 Vehicles arriving:  602 , vehicles not arriving:  6062 , total duration:  131705 total (green/red):  18784.3 
 Vehicles arriving:  575 , vehicles not arriving:  6089 , total duration:  147582 total (green/red):  20668.3 
 Vehicles arriving:  621 , vehicles not arriving:  6043 , total duration:  151974 total (green/red):  17601.8 
 Vehicles arriving:  625 , vehicles not arriving:  6039 , total duration:  129697 total (green/red):  17367.6 
 Vehicles arriving:  553 , vehicles not arriving:  6111 , total duration:  188280 total (green/red):  22400.3 
 Vehicles arriving:  662 , vehicles not arriving:  6002 , total duration:  136113 total (green/red):  15390.9 
 Vehicles arriving:  638 , vehicles not arriving:  6026 , total duration:  118969 total (green/red):  16641.4 
 Vehicles arriving:  587 , vehicles not arriving:  6077 , total duration:  159183 total (green/red):  19795 
 Vehicles arriving:  603 , vehicles not arriving:  6061 , total duration:  136899 total (green/red):  18718.1 
 Vehicles arriving:  619 , vehicles not arriving:  6045 , total duration:  141044 total (green/red):  17716.8 
 Vehicles arriving:  555 , vehicles not arriving:  6109 , total duration:  186052 total (green/red):  22237.8 
 Vehicles arriving:  629 , vehicles not arriving:  6035 , total duration:  145794 total (green/red):  17140.7 
 Vehicles arriving:  627 , vehicles not arriving:  6037 , total duration:  148132 total (green/red):  17255.5 
 Vehicles arriving:  536 , vehicles not arriving:  6128 , total duration:  166067 total (green/red):  23901 
 Vehicles arriving:  588 , vehicles not arriving:  6076 , total duration:  156976 total (green/red):  19725 
 Vehicles arriving:  558 , vehicles not arriving:  6106 , total duration:  166712 total (green/red):  21994.5 
 Vehicles arriving:  576 , vehicles not arriving:  6088 , total duration:  210274 total (green/red):  20588.7 
 Vehicles arriving:  604 , vehicles not arriving:  6060 , total duration:  137355 total (green/red):  18654.3 
 Vehicles arriving:  589 , vehicles not arriving:  6075 , total duration:  201618 total (green/red):  19666.4 
 Vehicles arriving:  0 , vehicles not arriving:  6664 , total duration:  0 total (green/red):  3.35685e+06 
 Vehicles arriving:  588 , vehicles not arriving:  6076 , total duration:  192778 total (green/red):  19734.4 
 Vehicles arriving:  535 , vehicles not arriving:  6129 , total duration:  174743 total (green/red):  24004.2 
 Vehicles arriving:  559 , vehicles not arriving:  6105 , total duration:  172456 total (green/red):  21904.8 
 Vehicles arriving:  583 , vehicles not arriving:  6081 , total duration:  167621 total (green/red):  20084.9 
 Vehicles arriving:  563 , vehicles not arriving:  6101 , total duration:  147692 total (green/red):  21597.4 
 Vehicles arriving:  655 , vehicles not arriving:  6009 , total duration:  108086 total (green/red):  15748.7 
 Vehicles arriving:  367 , vehicles not arriving:  6297 , total duration:  32615 total (green/red):  52089.6 
 Vehicles arriving:  525 , vehicles not arriving:  6139 , total duration:  192632 total (green/red):  24970 
 Vehicles arriving:  559 , vehicles not arriving:  6105 , total duration:  66950 total (green/red):  21914.7 
 Vehicles arriving:  576 , vehicles not arriving:  6088 , total duration:  193213 total (green/red):  20573 
 Vehicles arriving:  548 , vehicles not arriving:  6116 , total duration:  200626 total (green/red):  22849.8 
 Vehicles arriving:  275 , vehicles not arriving:  6389 , total duration:  65396 total (green/red):  93098.5 
 Vehicles arriving:  595 , vehicles not arriving:  6069 , total duration:  141290 total (green/red):  19265.6 
 Vehicles arriving:  574 , vehicles not arriving:  6090 , total duration:  152215 total (green/red):  20740.8 
 Vehicles arriving:  514 , vehicles not arriving:  6150 , total duration:  105738 total (green/red):  26104.1 
 Vehicles arriving:  465 , vehicles not arriving:  6199 , total duration:  104214 total (green/red):  32110.3 
 Vehicles arriving:  527 , vehicles not arriving:  6137 , total duration:  161178 total (green/red):  24749 
 Vehicles arriving:  573 , vehicles not arriving:  6091 , total duration:  120411 total (green/red):  20846 
 Vehicles arriving:  545 , vehicles not arriving:  6119 , total duration:  156110 total (green/red):  23111.7 
 Vehicles arriving:  514 , vehicles not arriving:  6150 , total duration:  185365 total (green/red):  26079.6 
 Vehicles arriving:  392 , vehicles not arriving:  6272 , total duration:  40501 total (green/red):  45587.4 
 Vehicles arriving:  315 , vehicles not arriving:  6349 , total duration:  37603 total (green/red):  71024.1 
 Vehicles arriving:  517 , vehicles not arriving:  6147 , total duration:  199967 total (green/red):  25738 
 Vehicles arriving:  298 , vehicles not arriving:  6366 , total duration:  51263 total (green/red):  79278.8 
 Vehicles arriving:  578 , vehicles not arriving:  6086 , total duration:  148152 total (green/red):  20453.5 
 Vehicles arriving:  571 , vehicles not arriving:  6093 , total duration:  149862 total (green/red):  20996.8 
 Vehicles arriving:  545 , vehicles not arriving:  6119 , total duration:  220930 total (green/red):  23112.7 
 Vehicles arriving:  540 , vehicles not arriving:  6124 , total duration:  162310 total (green/red):  23560.6 
 Vehicles arriving:  543 , vehicles not arriving:  6121 , total duration:  166271 total (green/red):  23270.6 
 Vehicles arriving:  474 , vehicles not arriving:  6190 , total duration:  118741 total (green/red):  30837.8 
 Vehicles arriving:  417 , vehicles not arriving:  6247 , total duration:  108747 total (green/red):  40057.9 
 Vehicles arriving:  564 , vehicles not arriving:  6100 , total duration:  178274 total (green/red):  21498.8 
 Vehicles arriving:  413 , vehicles not arriving:  6251 , total duration:  64623 total (green/red):  40959.6 
 Vehicles arriving:  534 , vehicles not arriving:  6130 , total duration:  173040 total (green/red):  24125 
 Vehicles arriving:  477 , vehicles not arriving:  6187 , total duration:  138503 total (green/red):  30475.8 
 Vehicles arriving:  580 , vehicles not arriving:  6084 , total duration:  153016 total (green/red):  20315.8 
 Vehicles arriving:  615 , vehicles not arriving:  6049 , total duration:  147557 total (green/red):  17986.9 
 Vehicles arriving:  522 , vehicles not arriving:  6142 , total duration:  185738 total (green/red):  25277.2 
 Vehicles arriving:  567 , vehicles not arriving:  6097 , total duration:  198791 total (green/red):  21296.8 
 Vehicles arriving:  571 , vehicles not arriving:  6093 , total duration:  140330 total (green/red):  20979.9 
 Vehicles arriving:  536 , vehicles not arriving:  6128 , total duration:  153313 total (green/red):  23940.6 
 Vehicles arriving:  488 , vehicles not arriving:  6176 , total duration:  195733 total (green/red):  29049.9 
 Vehicles arriving:  422 , vehicles not arriving:  6242 , total duration:  150503 total (green/red):  39069.3 
 Vehicles arriving:  542 , vehicles not arriving:  6122 , total duration:  177794 total (green/red):  23399.9 
 Vehicles arriving:  493 , vehicles not arriving:  6171 , total duration:  212562 total (green/red):  28420.5 
 Vehicles arriving:  565 , vehicles not arriving:  6099 , total duration:  191903 total (green/red):  21455.9 
 Vehicles arriving:  547 , vehicles not arriving:  6117 , total duration:  149047 total (green/red):  22942.7 
 Vehicles arriving:  639 , vehicles not arriving:  6025 , total duration:  143475 total (green/red):  16599.7 
 Vehicles arriving:  543 , vehicles not arriving:  6121 , total duration:  165586 total (green/red):  23292.5 
 Vehicles arriving:  602 , vehicles not arriving:  6062 , total duration:  240845 total (green/red):  18796.7 
 Vehicles arriving:  564 , vehicles not arriving:  6100 , total duration:  227300 total (green/red):  21517.2 
